,Child utterance,Child gaze,Child gesture,Parent utterance,Verbal scaffolding,Parent gaze,Parent gesture,Child prop manipulation,Parent prop manipulation,Conversational turns,Joint attention,Mutual gaze,time
326,0,1,0,1,1,1,0,1,0,0,1,0,171.318
327,0,1,0,1,1,1,0,1,0,0,1,0,171.818
328,0,1,0,0,0,1,0,1,0,0,1,0,172.318
329,0,1,0,0,0,1,0,1,0,0,1,0,172.818
330,0,1,0,0,0,1,0,1,0,0,1,0,173.318
331,0,1,0,0,0,1,0,1,0,0,1,0,173.818
332,0,1,0,0,0,1,0,1,0,0,1,0,174.318
333,0,1,0,1,1,1,0,0,0,0,1,0,174.818
334,0,1,0,1,1,1,0,0,0,0,1,0,175.318
335,0,1,0,0,0,1,0,0,0,0,0,0,175.818
336,0,1,0,0,0,1,0,0,0,0,0,0,176.318
337,0,1,0,0,0,1,0,0,0,0,0,0,176.818
338,0,1,0,0,0,1,0,0,0,0,0,0,177.318
339,0,1,0,0,0,1,0,0,0,0,1,0,177.818
340,0,1,0,0,0,1,0,0,0,0,1,0,178.318
341,0,1,0,0,0,1,1,1,0,0,1,0,178.818
342,0,1,0,1,1,1,1,1,0,0,1,0,179.318
343,0,1,0,1,1,1,1,1,0,0,0,0,179.818
344,0,1,0,1,1,1,1,1,0,0,1,0,180.318
345,0,1,0,1,1,1,1,1,0,0,1,0,180.818
346,0,1,0,1,1,1,0,1,0,0,1,0,181.318
347,0,1,0,1,1,1,0,1,0,0,1,0,181.818
348,0,1,0,0,0,1,0,1,0,0,0,0,182.318
349,0,1,0,0,0,1,0,1,0,0,0,0,182.818
350,0,1,0,0,0,1,0,1,0,0,1,0,183.318
351,0,1,0,0,0,1,0,1,0,0,1,0,183.818
352,0,1,0,0,0,1,0,1,0,0,1,0,184.318
353,0,1,0,1,1,1,0,0,0,0,1,0,184.818
354,0,1,0,1,1,1,0,1,0,0,1,0,185.318
355,0,1,0,1,1,1,0,1,0,0,1,0,185.818
356,0,1,0,1,1,1,1,1,0,0,1,0,186.318
357,0,1,0,1,1,1,1,1,0,0,1,0,186.818
358,0,1,0,1,1,1,1,1,0,0,1,0,187.318
359,0,1,0,1,1,1,1,1,0,0,1,0,187.818
360,0,1,0,1,1,1,1,1,0,0,1,0,188.318
361,0,1,0,1,1,1,1,1,0,0,1,0,188.818
362,0,1,0,0,0,1,1,0,0,0,1,0,189.318
363,0,1,0,0,0,1,1,0,0,0,1,0,189.818
364,0,1,0,1,1,1,1,0,0,0,1,0,190.318
365,0,1,0,1,1,1,1,1,0,0,1,0,190.818
366,0,1,0,0,0,1,0,1,0,0,1,0,191.318
367,0,1,0,0,0,1,0,1,0,0,1,0,191.818
368,0,1,0,0,0,1,0,1,0,0,0,0,192.318
369,0,1,0,0,0,1,0,1,0,0,1,0,192.818
370,0,1,0,0,0,1,0,1,0,0,1,0,193.318
371,0,1,0,0,0,1,0,1,0,0,1,0,193.818
372,0,1,0,0,0,1,0,1,0,0,1,0,194.318
373,0,1,0,0,0,1,0,1,0,0,0,0,194.818
374,0,1,0,1,1,1,0,0,0,0,0,0,195.318
375,0,1,0,0,0,1,1,0,0,0,0,0,195.818
376,0,1,0,1,1,1,1,0,0,0,1,0,196.318
377,0,1,0,1,1,1,1,0,0,0,1,0,196.818
378,0,1,0,1,1,1,0,0,0,0,1,0,197.318
379,0,1,0,0,0,1,0,0,0,0,0,0,197.818
380,0,1,0,0,0,1,0,1,0,0,0,0,198.318
381,0,1,0,0,0,1,0,1,0,0,0,0,198.818
382,0,1,0,0,0,1,0,1,0,0,0,0,199.318
383,0,1,0,0,0,1,0,1,0,0,0,0,199.818
384,0,1,0,0,0,1,0,1,0,0,0,0,200.318
385,0,1,0,0,0,1,0,0,0,0,1,0,200.818
386,0,1,0,0,0,1,0,0,0,0,1,0,201.318
387,0,1,0,0,0,1,0,0,0,0,1,0,201.818
388,0,1,0,0,0,1,0,0,0,0,1,0,202.318
389,0,1,0,0,0,1,0,0,0,0,1,0,202.818
390,0,1,0,0,0,1,0,0,0,0,1,0,203.318
391,0,1,0,0,0,1,0,0,0,0,1,0,203.818
392,0,1,0,0,0,1,0,0,0,0,1,0,204.318
393,0,1,0,0,0,1,0,0,0,0,1,0,204.818
394,0,1,0,0,0,1,1,0,0,0,1,0,205.318
395,0,1,0,0,0,1,1,0,0,0,1,0,205.818
396,0,1,0,0,0,1,1,0,0,0,1,0,206.318
397,0,1,0,1,1,1,1,0,0,0,1,0,206.818
398,0,1,0,1,1,1,1,1,0,0,1,0,207.318
399,0,1,0,0,0,1,0,1,0,0,1,0,207.818
400,0,1,0,0,0,1,0,1,0,0,0,0,208.318
401,0,1,0,0,0,1,0,1,0,0,0,0,208.818
402,0,1,0,0,0,1,0,1,0,0,0,0,209.318
403,0,1,0,0,0,1,0,1,0,0,0,0,209.818
404,0,1,0,0,0,1,0,0,0,0,0,0,210.318
405,0,1,0,0,0,1,0,0,0,0,0,0,210.818
406,0,0,0,1,1,0,0,0,0,0,0,0,211.318
407,0,0,0,1,1,1,0,0,0,0,0,0,211.818
408,0,0,0,1,1,1,0,0,0,0,0,0,212.318
409,0,0,0,1,1,1,0,0,0,0,0,0,212.818
410,0,0,0,1,1,1,0,0,0,0,0,0,213.318
411,0,1,0,1,1,1,0,0,0,0,1,0,213.818
412,0,1,0,1,1,1,0,0,0,0,1,0,214.318
413,0,1,0,1,1,1,0,1,0,0,1,0,214.818
414,0,1,0,0,0,1,0,1,0,0,1,0,215.318
415,0,1,0,0,0,1,0,1,0,0,1,0,215.818
416,0,1,0,0,0,1,0,1,0,0,1,0,216.318
417,0,1,0,0,0,1,0,1,0,0,1,0,216.818
418,0,1,0,0,0,1,0,1,0,0,1,0,217.318
419,0,1,0,0,0,1,0,1,0,0,1,0,217.818
420,0,1,0,0,0,1,0,1,0,0,1,0,218.318
421,0,1,0,0,0,0,0,0,0,0,0,0,218.818
422,0,1,0,0,0,0,0,0,0,0,0,0,219.318
423,0,1,0,0,0,0,0,0,0,0,0,0,219.818
424,0,1,0,0,0,0,0,0,0,0,0,0,220.318
425,0,0,0,0,0,0,0,0,0,0,0,0,220.818
426,0,0,0,0,0,0,0,0,0,0,0,0,221.318
427,0,0,0,0,0,0,0,0,0,0,0,0,221.818
428,0,0,0,0,0,0,0,0,0,0,0,0,222.318
429,0,0,0,0,0,0,0,0,0,0,0,0,222.818
430,0,1,0,0,0,0,0,0,0,0,0,0,223.318
431,0,1,0,0,0,0,0,0,0,0,0,0,223.818
432,0,1,0,1,1,0,0,0,0,0,0,0,224.318
433,0,1,0,1,1,0,0,0,0,0,0,0,224.818
434,0,1,0,1,1,0,0,0,0,0,0,0,225.318
435,0,1,0,0,0,0,0,0,0,0,0,0,225.818
436,0,1,0,0,0,1,0,0,0,0,1,0,226.318
437,0,1,0,0,0,1,0,0,0,0,1,0,226.818
438,0,1,0,0,0,1,0,0,0,0,1,0,227.318
439,0,1,0,0,0,1,0,0,0,0,1,0,227.818
440,0,1,0,0,0,1,0,0,0,0,1,0,228.318
441,0,1,0,0,0,1,0,0,0,0,1,0,228.818
442,0,1,0,0,0,1,0,0,0,0,1,0,229.318
443,0,1,0,0,0,1,0,0,0,0,1,0,229.818
444,0,1,0,0,0,1,0,0,0,0,1,0,230.318
445,0,1,0,0,0,1,0,0,0,0,1,0,230.818
446,0,1,0,0,0,1,0,0,0,0,1,0,231.318
447,0,1,0,0,0,1,0,0,0,0,1,0,231.818
448,0,1,0,0,0,1,0,0,0,0,0,0,232.318
449,0,1,0,0,0,1,0,0,0,0,0,0,232.818
450,0,1,0,0,0,1,0,0,0,0,0,0,233.318
451,0,1,0,0,0,1,0,0,0,0,0,0,233.818
452,0,1,0,0,0,1,0,0,0,0,0,0,234.318
453,0,1,0,0,0,1,0,0,0,0,0,0,234.818
454,0,1,0,0,0,1,0,0,0,0,0,0,235.318
455,0,1,0,0,0,1,0,0,0,0,0,0,235.818
456,0,1,0,0,0,1,0,0,0,0,0,0,236.318
457,0,1,0,0,0,0,0,0,0,0,0,0,236.818
458,0,1,0,0,0,0,0,0,0,0,0,0,237.318
459,0,1,0,0,0,0,0,0,0,0,0,0,237.818
460,0,1,0,0,0,0,0,0,0,0,0,0,238.318
461,0,1,0,0,0,0,0,0,0,0,0,0,238.818
462,0,1,0,0,0,0,0,0,0,0,0,0,239.318
463,0,1,0,0,0,1,0,0,0,0,0,0,239.818
464,0,1,0,0,0,1,0,0,0,0,0,0,240.318
465,0,1,0,0,0,1,0,0,0,0,0,0,240.818
466,0,1,0,0,0,1,0,0,0,0,0,0,241.318
467,0,1,0,0,0,1,0,0,0,0,0,0,241.818
468,0,1,0,0,0,1,0,0,0,0,0,0,242.318
469,0,1,0,0,0,1,0,0,0,0,0,0,242.818
470,0,1,0,0,0,0,0,0,0,0,0,0,243.318
471,0,1,0,0,0,0,0,0,0,0,0,0,243.818
472,0,1,0,0,0,0,0,0,0,0,0,0,244.318
473,0,1,0,1,1,1,0,0,0,0,0,0,244.818
474,0,1,0,1,1,1,0,0,0,0,0,0,245.318
475,0,1,0,1,1,1,0,0,0,0,0,0,245.818
476,0,1,0,1,1,1,0,0,0,0,0,0,246.318
477,0,1,0,1,1,1,0,0,0,0,0,0,246.818
478,0,1,0,0,0,1,0,0,0,0,0,0,247.318
479,0,1,0,0,0,1,0,0,0,0,0,0,247.818
480,0,1,1,0,0,1,0,0,0,0,0,0,248.318
481,0,1,1,1,1,1,0,0,0,0,0,0,248.818
482,0,1,1,1,1,1,0,0,0,0,0,0,249.318
483,0,1,0,0,0,1,0,1,0,0,0,0,249.818
484,0,1,0,0,0,1,0,1,0,0,0,0,250.318
485,0,1,0,0,0,1,0,1,0,0,0,0,250.818
486,0,1,0,0,0,1,0,1,0,0,0,0,251.318
487,0,1,0,0,0,1,0,1,0,0,0,0,251.818
488,0,1,0,0,0,1,0,1,0,0,0,0,252.318
489,0,1,0,0,0,1,0,1,0,0,0,0,252.818
490,0,1,0,0,0,1,0,1,0,0,0,0,253.318
491,0,1,0,0,0,1,0,1,0,0,0,0,253.818
492,0,1,0,0,0,1,0,0,0,0,0,0,254.318
493,0,1,0,0,0,1,0,0,0,0,0,0,254.818
494,0,1,0,1,1,1,0,0,0,0,0,0,255.318
495,0,1,0,1,1,1,0,0,0,0,0,0,255.818
496,0,1,0,1,1,1,0,0,0,0,0,0,256.318
497,0,1,0,1,1,1,0,0,0,0,0,0,256.818
498,0,1,0,1,1,0,0,0,0,0,0,0,257.318
499,0,0,0,0,0,0,0,0,0,0,0,0,257.818
500,0,0,0,0,0,1,0,0,0,0,0,0,258.318
501,0,0,0,0,0,1,0,0,0,0,0,0,258.818
502,0,0,0,1,1,1,0,0,0,0,0,0,259.318
503,0,0,0,1,1,1,0,0,0,0,0,0,259.818
504,0,1,0,1,1,1,0,0,0,0,0,0,260.318
505,0,1,0,1,1,1,0,0,0,0,0,0,260.818
506,0,1,0,1,1,1,0,0,0,0,0,0,261.318
507,0,1,0,0,0,1,0,0,0,0,0,0,261.818
508,0,1,0,0,0,1,0,0,0,0,0,0,262.318
509,0,1,0,0,0,1,0,1,0,0,0,0,262.818
510,0,1,0,0,0,1,0,1,0,0,0,0,263.318
511,0,1,0,0,0,1,0,1,0,0,0,0,263.818
512,0,1,0,0,0,1,0,1,0,0,0,0,264.318
513,0,1,0,1,1,1,0,1,0,0,0,0,264.818
514,0,1,0,1,1,1,0,1,0,0,0,0,265.318
515,0,1,0,1,1,1,0,1,0,0,0,0,265.818
516,0,1,0,1,1,1,0,1,0,0,0,0,266.318
517,0,1,0,1,1,1,0,1,0,0,0,0,266.818
518,0,1,0,0,0,1,0,1,0,0,0,0,267.318
519,0,1,0,0,0,1,0,0,0,0,0,0,267.818
520,0,1,0,0,0,1,0,0,0,0,1,0,268.318
521,0,1,0,0,0,1,0,0,0,0,1,0,268.818
522,0,1,0,0,0,1,0,0,0,0,1,0,269.318
523,0,1,0,0,0,1,0,0,0,0,0,0,269.818
524,0,1,0,0,0,1,0,0,0,0,0,0,270.318
525,0,1,0,0,0,1,0,0,0,0,0,0,270.818
526,0,1,0,1,0,1,0,0,0,0,0,0,271.318
527,0,1,0,1,0,1,0,0,0,0,0,0,271.818
528,0,1,0,1,0,1,0,0,0,0,0,0,272.318
529,0,1,0,1,0,1,0,0,0,0,0,0,272.818
530,0,1,0,0,0,1,0,0,0,0,0,0,273.318
531,0,1,0,0,0,1,0,0,0,0,0,0,273.818
532,0,1,0,0,0,1,0,0,0,0,0,0,274.318
533,0,0,0,0,0,1,0,0,0,0,0,0,274.818
534,0,0,0,0,0,1,0,0,0,0,0,0,275.318
535,0,1,0,0,0,1,0,0,0,0,0,0,275.818
536,0,1,0,0,0,0,0,0,0,0,0,0,276.318
537,0,1,0,0,0,0,0,0,0,0,0,0,276.818
538,0,1,0,0,0,0,0,0,0,0,0,0,277.318
539,0,1,0,0,0,0,0,0,0,0,0,0,277.818
540,0,1,0,0,0,1,0,0,0,0,0,0,278.318
541,0,1,0,0,0,1,0,0,0,0,0,0,278.818
542,0,1,0,1,1,1,0,0,0,1,0,0,279.318
543,0,1,0,1,1,1,0,0,0,1,0,0,279.818
544,0,1,0,1,1,1,0,0,0,1,0,0,280.318
545,0,1,0,0,0,1,0,0,0,1,0,0,280.818
546,0,1,0,0,0,1,0,0,0,1,0,0,281.318
547,0,1,0,0,0,1,0,0,0,1,0,1,281.818
548,1,1,0,0,0,1,0,0,0,1,0,1,282.318
549,1,1,0,0,0,1,0,0,0,1,0,1,282.818
550,1,1,0,0,0,1,0,0,0,1,0,1,283.318
551,0,1,0,1,0,1,0,0,0,1,0,1,283.818
552,0,1,0,1,0,0,0,0,0,1,0,0,284.318
553,0,1,0,1,0,0,0,0,0,1,0,0,284.818
554,0,1,0,0,0,0,0,0,0,1,0,0,285.318
555,0,1,0,0,0,1,0,0,0,1,1,0,285.818
556,0,1,0,0,0,1,0,0,0,1,1,0,286.318
557,0,1,0,0,0,1,0,0,0,1,1,0,286.818
558,0,1,0,0,0,1,0,0,0,1,1,0,287.318
559,1,1,0,0,0,1,1,0,0,1,1,0,287.818
560,1,1,0,0,0,1,1,0,0,1,0,1,288.318
561,1,1,0,0,0,1,1,0,0,1,0,1,288.818
562,1,1,0,1,1,1,1,0,0,1,0,1,289.318
563,0,1,0,1,1,1,1,0,0,1,0,1,289.818
564,0,1,0,1,1,1,1,0,0,1,0,1,290.318
565,0,1,0,1,1,1,1,0,0,1,0,1,290.818
566,0,1,0,0,0,1,1,0,0,0,0,1,291.318
567,0,1,0,0,0,1,1,1,0,0,0,1,291.818
568,0,1,0,0,0,1,1,1,0,0,0,0,292.318
569,0,1,0,0,0,1,1,1,0,0,1,0,292.818
570,0,1,0,0,0,1,1,1,0,0,1,0,293.318
571,0,1,0,0,0,1,0,1,0,0,1,0,293.818
572,0,1,0,0,0,1,0,1,0,0,1,0,294.318
573,0,1,0,0,0,1,0,1,0,0,0,0,294.818
574,0,1,0,1,1,1,0,0,0,0,1,0,295.318
575,0,1,0,1,1,1,1,0,0,0,1,0,295.818
576,0,1,0,1,1,1,1,0,0,0,1,0,296.318
577,0,1,0,1,1,1,1,0,0,0,1,0,296.818
578,0,1,0,1,1,1,0,0,0,0,1,0,297.318
579,0,1,0,0,0,1,0,0,0,0,1,0,297.818
580,0,1,0,0,0,1,0,1,0,0,1,0,298.318
581,0,1,0,0,0,1,0,1,0,0,1,0,298.818
582,0,1,0,0,0,1,0,1,0,0,1,0,299.318
583,0,1,0,0,0,1,0,1,0,0,0,0,299.818
584,0,1,0,0,0,1,0,1,0,0,1,0,300.318
585,0,1,0,0,0,1,0,1,0,0,1,0,300.818
586,0,1,0,0,0,1,0,1,0,0,1,0,301.318
587,0,1,0,0,0,1,0,1,0,0,1,0,301.818
588,1,1,0,0,0,1,0,0,0,1,0,1,302.318
589,1,1,0,1,0,1,0,0,0,1,0,1,302.818
590,1,1,0,1,0,1,0,0,0,1,0,1,303.318
591,0,1,0,1,0,1,0,0,0,1,0,0,303.818
592,0,1,0,0,0,1,0,0,0,1,1,0,304.318
593,0,1,0,1,1,1,0,0,0,1,1,0,304.818
594,0,1,0,1,1,1,1,0,0,1,1,0,305.318
595,0,1,0,1,1,1,1,0,0,1,1,0,305.818
596,0,1,0,1,1,1,1,0,0,1,1,0,306.318
597,0,1,0,0,0,1,0,1,0,0,1,0,306.818
598,0,1,0,0,0,1,0,1,0,0,1,0,307.318
599,0,1,0,0,0,1,0,1,0,0,1,0,307.818
600,0,1,0,0,0,1,0,1,0,0,0,0,308.318
601,0,1,0,0,0,1,0,1,0,0,0,0,308.818
602,0,1,0,0,0,1,0,1,0,0,0,0,309.318
603,0,1,0,0,0,1,0,1,0,0,0,0,309.818
604,0,1,0,0,0,1,0,0,0,0,0,0,310.318
605,0,1,0,0,0,1,0,0,0,0,1,0,310.818
606,0,1,0,0,0,1,0,0,0,0,1,0,311.318
607,0,1,0,0,0,1,0,0,0,0,1,0,311.818
608,0,1,0,0,0,0,0,0,0,0,0,0,312.318
609,0,1,0,0,0,0,0,0,0,0,0,0,312.818
610,0,1,0,0,0,0,0,0,0,0,0,0,313.318
611,0,1,0,0,0,0,0,0,0,0,0,0,313.818
612,0,1,0,0,0,0,0,0,0,0,0,0,314.318
613,0,1,0,0,0,0,0,0,0,0,0,0,314.818
614,0,1,0,0,0,0,0,0,0,0,0,0,315.318
615,0,1,0,0,0,0,0,0,0,0,0,0,315.818
616,0,1,0,0,0,0,0,1,0,0,0,0,316.318
617,0,1,0,0,0,0,0,1,0,0,0,0,316.818
618,0,1,0,0,0,0,0,1,0,0,0,0,317.318
619,0,1,0,0,0,0,0,1,0,0,0,0,317.818
620,0,1,0,0,0,0,0,1,0,0,0,0,318.318
621,0,1,0,1,1,0,0,1,0,0,0,0,318.818
622,0,1,0,1,1,0,0,1,0,0,0,0,319.318
623,0,1,0,1,1,0,0,1,0,0,0,0,319.818
624,0,1,0,1,1,0,0,1,0,0,0,0,320.318
625,0,1,0,1,1,0,0,1,0,0,0,0,320.818
626,0,1,0,0,0,0,0,0,0,0,0,0,321.318
627,0,1,0,1,1,0,0,0,0,0,0,0,321.818
628,0,1,0,1,1,0,0,0,0,0,0,0,322.318
629,0,1,0,0,0,0,0,0,0,0,0,0,322.818
630,0,1,0,0,0,0,0,0,0,0,0,0,323.318
631,0,1,0,0,0,0,0,0,0,0,0,0,323.818
632,0,1,0,0,0,0,0,1,0,0,0,0,324.318
633,0,1,0,0,0,0,0,1,0,0,0,0,324.818
634,0,1,0,0,0,0,0,1,0,0,0,0,325.318
635,0,1,0,0,0,0,0,1,0,0,0,0,325.818
636,0,1,0,0,0,0,0,1,0,0,0,0,326.318
637,0,1,0,0,0,0,0,1,0,0,0,0,326.818
638,0,1,0,0,0,0,0,1,0,0,0,0,327.318
639,0,1,0,0,0,1,0,1,0,0,0,0,327.818
640,0,1,0,0,0,1,0,1,0,0,0,0,328.318
641,0,1,0,0,0,1,0,1,0,0,0,0,328.818
642,0,0,0,0,0,1,0,0,0,0,0,0,329.318
643,0,0,0,0,0,1,0,0,0,0,0,0,329.818
644,0,0,0,0,0,1,0,0,0,0,0,0,330.318
645,0,1,0,0,0,1,0,0,0,0,0,0,330.818
646,0,1,0,0,0,1,0,0,0,0,0,0,331.318
647,0,1,0,0,0,1,0,0,0,0,0,0,331.818
648,0,1,0,1,1,1,0,0,0,1,0,0,332.318
649,0,1,0,1,1,1,0,0,0,1,0,0,332.818
650,0,1,0,1,1,1,0,0,0,1,0,0,333.318
651,1,1,0,1,1,1,0,0,0,1,0,0,333.818
652,1,1,0,0,0,1,0,0,0,1,0,0,334.318
653,1,1,0,0,0,1,0,0,0,1,0,0,334.818
654,0,1,0,0,0,1,0,0,0,0,0,0,335.318
655,0,1,0,0,0,1,0,0,0,0,0,0,335.818
656,0,1,0,0,0,1,0,0,0,0,0,0,336.318
657,0,1,0,0,0,1,0,0,0,0,0,0,336.818
658,0,1,0,0,0,1,0,0,0,0,0,0,337.318
659,0,1,0,0,0,0,0,0,0,0,0,0,337.818
660,0,1,0,0,0,0,0,0,0,0,0,0,338.318
